campus,title,dept,annual_ftr,ftr_basis,frac_fte,amt_from_gen_fund
Ann Arbor,assoc professor,Stamps School of Art & Design,104505.69,9-Month,1,104505.69
Ann Arbor,professor,"School of Music,Theatre&Dance",153609.65,9-Month,1,153609.65
Ann Arbor,leo lecturer i,CoE Technical Communications,55620,8-Month,1,54995.04
Ann Arbor,assoc professor,Environmental Health Sciences,134025,9-Month,0.75,76394.25
Ann Arbor,assoc professor,Pathology Department,145000,12-Month,1,0
Ann Arbor,professor,Int Med-Cardiology,225000,12-Month,0.5,0
Ann Arbor,professor,Int Med-Gastroenterology,225000,12-Month,0.58,0
Ann Arbor,assoc professor,LSA Anthropology,112948,9-Month,0.5,56474
Ann Arbor,assoc professor,LSA Women's Studies,112948,9-Month,0.5,56474
Ann Arbor,professor emeritus/a,Department of Radiology,200000,12-Month,0.41,0
Ann Arbor,leo lecturer ii,Stamps School of Art & Design,73937.97,8-Month,1,73107.2
Ann Arbor,professor,LSA Mathematics,147717.8,9-Month,1,147717.8
Ann Arbor,asst professor,Otorhinolaryngology Department,200000,12-Month,0.55,0
Ann Arbor,professor,LSA Philosophy,204107,9-Month,1,69396.38
Ann Arbor,professor,Climate and Space Sciences Eng,243000,9-Month,1,72900
Ann Arbor,professor,LSA Earth & Environmental Sci.,89843.74,9-Month,1,89843.74
Ann Arbor,professor,School of Social Work,254025.21,9-Month,1,190518.91
Ann Arbor,professor,Molec & Integrative Physiology,195288,12-Month,1,48822
Ann Arbor,assoc professor,Nutritional Sciences,126000,9-Month,1,110880
Ann Arbor,leo lecturer i,LSA Statistics,55996.98,8-Month,1,55367.84
Ann Arbor,leo lecturer i,"School of Music,Theatre&Dance",51000,8-Month,0.5,25213.52
Ann Arbor,professor,LSA Chemistry,120866,9-Month,1,120866
Ann Arbor,clinical lecturer,Neurology Department,155000,12-Month,1,0
Ann Arbor,assoc professor,"School of Music,Theatre&Dance",81707.03,9-Month,1,81707.03
Ann Arbor,professor,"School of Music,Theatre&Dance",102299.5,9-Month,1,102299.5
Ann Arbor,professor,Pediatrics-Cardiology,259771,12-Month,1,2597.71
Ann Arbor,leo lecturer i,LSA Romance Languages & Lit.,52530,8-Month,1,51939.84
Ann Arbor,leo lecturer iv,Molec & Integrative Physiology,99401,12-Month,1,99401
Ann Arbor,assoc professor,LSA Astronomy,119200,9-Month,1,119200
Ann Arbor,professor,SOE-Educational Studies,143799.28,9-Month,1,143799.28
Ann Arbor,professor,Health Management and Policy,160750,9-Month,1,24377.74
Ann Arbor,professor,School of Social Work,177277.22,9-Month,1,161013.81
Ann Arbor,asst professor,Pathology Department,139000,12-Month,1,2835.6
Ann Arbor,asst professor,LSA Mathematics,58310,9-Month,1,58310
Ann Arbor,assoc professor,LSA Asian Languages & Cultures,97000,9-Month,1,97000
Ann Arbor,asst professor,LSA Romance Languages & Lit.,77300,9-Month,1,77300
Ann Arbor,professor,GSA - Administration (GSA/ADM),220000,12-Month,0.7,0
Ann Arbor,clinical professor,Dermatology Department,220607,12-Month,1,0
Ann Arbor,professor,COE EECS - ECE Division,138575,9-Month,1,138575
Ann Arbor,adjunct clin asst professor,"DENTCariology,Restor Sci &Endo",60000,12-Month,0.1,6000
Ann Arbor,clinical lecturer,Int Med-Cardiology,205000,12-Month,1,1541.6
Ann Arbor,professor,Neurosurgery,275000,12-Month,1,0
Ann Arbor,professor,Industrial & Operations Engin,145600,9-Month,1,138320
Ann Arbor,professor,School of Nursing,145000,9-Month,1,145000
Ann Arbor,professor,Int Med-Hospital Medicine,225000,12-Month,0.13,0
Ann Arbor,professor,Mechanical Engineering,150728,9-Month,1,147351.69
Ann Arbor,leo lecturer ii,LSA Asian Languages & Cultures,57538.44,8-Month,1,56892
Ann Arbor,professor,EECS - CSE Division,201356,9-Month,1,201356
Ann Arbor,assoc professor,Mechanical Engineering,143850,9-Month,1,122272.5
Ann Arbor,asst professor,Urology,205000,12-Month,1,0
Ann Arbor,leo lecturer i,Law School,51500,8-Month,0.15,7638.24
Ann Arbor,clinical lecturer,Ophthalmology & Visual Science,56000,12-Month,1,0
Ann Arbor,leo lecturer i,EECS - CSE Division,74984,8-Month,0.8,59313.2
Ann Arbor,professor,DLHS Division of LKS,195056.42,12-Month,0.65,48961.21
Ann Arbor,leo adjunct lecturer,LSA Comparative Literature,52530,8-Month,0.33,17308.96
Ann Arbor,adjunct clin asst professor,Law School,104733.33,8-Month,0.33,34173.68
Ann Arbor,clinical lecturer,Pediatrics-Nephrology,90000,12-Month,1,900
Ann Arbor,leo intermittent lecturer,LSA Anthropology,51000,8-Month,0.33,16804.8
Ann Arbor,leo intermittent lecturer,Health Management and Policy,83140.7,8-Month,0.07,5944.56
Ann Arbor,clinical lecturer,Ophthalmology & Visual Science,56000,12-Month,1,0
Ann Arbor,clinical lecturer,Anesthesiology Department,185000,12-Month,1,0
Ann Arbor,asst professor,LSA Organizational Studies,86351,9-Month,1,86351
Ann Arbor,assoc professor,EECS - CSE Division,133575,9-Month,1,133575
Ann Arbor,leo lecturer i,School of Social Work,52544,8-Month,0.75,38965.2
Ann Arbor,professor,Climate and Space Sciences Eng,203500,9-Month,1,193325
Ann Arbor,adjunct clinical lecturer,Transplant Surgery (STX),122448.98,12-Month,0.49,0
Ann Arbor,professor,Molec & Integrative Physiology,187083.33,12-Month,0.9,93586.19
Ann Arbor,assoc professor,Coll of Arch & Urban Planning,105000,9-Month,1,105000
Ann Arbor,leo lecturer ii,LSA UG: Residential College,57538.41,9-Month,0.33,19174.68
Ann Arbor,professor,Pediatric - Psychology,204995,12-Month,1,2049.95
Ann Arbor,professor,Ross School of Business,211500,9-Month,1,211500
Ann Arbor,clinical professor,Allergy Division,225000,12-Month,0.75,0
Ann Arbor,leo lecturer ii,School of Social Work,78560,8-Month,0.75,58296.8
Ann Arbor,professor,LSA Ecology & Evolutionary Bio,170000,9-Month,1,170000
Ann Arbor,leo lecturer iii,G. Ford Sc Pub Pol,101375.75,12-Month,0.5,50687.88
Ann Arbor,assoc professor,Emergency Medicine Research,163641.25,12-Month,1,0
Ann Arbor,assoc professor,Surgery Department,148981.62,12-Month,1,0
Ann Arbor,professor,Microbiology and Immunology,155000,12-Month,1,31000
Ann Arbor,asst professor,Ross School of Business,235000,9-Month,1,0
Ann Arbor,professor,School of Information,159650,9-Month,0.5,79825
Ann Arbor,professor,LSA Communication and Media,157014,9-Month,0.5,78507
Ann Arbor,professor,LSA Chemistry,239916,9-Month,1,227920.2
Ann Arbor,professor,Mechanical Engineering,140000,9-Month,0.8,112000
Ann Arbor,asst professor,GSA - Administration (GSA/ADM),220000,12-Month,1,0
Ann Arbor,professor,LSA Romance Languages & Lit.,120825,9-Month,1,120825
Ann Arbor,clinical professor,Law School,177116,9-Month,1,177116
Ann Arbor,leo lecturer iv,LSA Sweetland Writing Center,65395.28,9-Month,1,65395.28
Ann Arbor,professor,LSA English Language & Lit.,112350,9-Month,1,112350
Ann Arbor,asst professor,School of Kinesiology,84918.55,9-Month,1,84918.55
Ann Arbor,clinical professor,Law School,211056,9-Month,1,211056
Ann Arbor,assoc professor,LSA DAAS,97545,9-Month,0.5,48772.5
Ann Arbor,assoc professor,LSA English Language & Lit.,97545,9-Month,0.5,48772.5
Ann Arbor,professor,Law School,214293,9-Month,1,214293
Ann Arbor,leo lecturer i,SOE- Teacher Education,52530,8-Month,0.5,25969.92
Ann Arbor,assoc professor,"School of Music,Theatre&Dance",87883.42,9-Month,1,87883.42
Ann Arbor,assoc professor,Biological Chemistry Dept,106686,12-Month,1,80014.5
Ann Arbor,leo lecturer i,School of Nursing,52530,8-Month,0.33,17311.52
Ann Arbor,professor,COE EECS - ECE Division,231014,9-Month,1,92405.6
Ann Arbor,professor,Int Med-Nephrology,225000,12-Month,1,0
Ann Arbor,professor,"School of Music,Theatre&Dance",116715.19,9-Month,1,116715.19
Ann Arbor,clinical lecturer,Anesthesiology Department,104800,12-Month,1,0
Ann Arbor,clinical professor,Pediatrics-Neonatal/Perinatal,206977,12-Month,1,2069.77
Ann Arbor,research professor,Urology,111057.51,12-Month,1,0
Ann Arbor,adjunct clin asst professor,DENT Ortho/Peds Dentistry,65581.68,12-Month,0.4,26232.67
Ann Arbor,leo lecturer iv,"LSA Film,Television,and Media",102705.75,9-Month,1,102705.75
Ann Arbor,professor,LSA Psychology,237350,9-Month,1,231582.4
Ann Arbor,professor,Industrial & Operations Engin,211000,9-Month,0.8,113885.98
Ann Arbor,assoc professor,Comp Med and Bioinformatics,185708.95,12-Month,1,59426.86
Ann Arbor,assoc professor,"DENTCariology,Restor Sci &Endo",150696.7,12-Month,1,90418.02
Ann Arbor,asst professor,School of Nursing,100312.34,9-Month,1,20062.47
Ann Arbor,research professor,SRC-Quantitative Methods,331274,12-Month,1,0
Ann Arbor,leo lecturer i,Industrial & Operations Engin,90680.74,8-Month,0.3,26898.56
Ann Arbor,professor,Pharmacology Department,214412,12-Month,0.65,75246.07
Ann Arbor,professor,LSA Romance Languages & Lit.,104805,9-Month,1,104805
Ann Arbor,assoc professor,"School of Music,Theatre&Dance",101509.22,9-Month,1,101509.22
Ann Arbor,clinical professor,SOE- Teacher Education,113352.12,9-Month,0.5,45340.85
Ann Arbor,research professor,Int Med-Genetic Medicine,151986,12-Month,1,129188.1
Ann Arbor,leo lecturer i,Law School,63345,8-Month,0.2,12526.64
Ann Arbor,leo lecturer i,School of Nursing,52530,8-Month,0.16,8648
Ann Arbor,professor emeritus/a,Sch for Environ and Sustain,148691,12-Month,0.25,0
Ann Arbor,leo lecturer i,School of Nursing,52530,8-Month,0.75,38954.8
Ann Arbor,leo lecturer i,LSA Asian Languages & Cultures,52530,8-Month,1,51939.76
Ann Arbor,adjunct clin asst professor,"DENTCariology,Restor Sci &Endo",60000,12-Month,0.1,6000
Ann Arbor,leo lecturer i,Ross School of Business,71368.68,8-Month,0.66,47050.48
Ann Arbor,asst professor,School of Information,127254,9-Month,1,127254
Ann Arbor,asst professor,Int Med-Nephrology,165000,12-Month,1,0
Ann Arbor,clinical lecturer,Pathology Department,84619.7,12-Month,1,0
Ann Arbor,leo lecturer i,LSA English Language & Lit.,52530,8-Month,0.66,34630.88
Ann Arbor,professor,LSA Molec./Cell./Develop. Bio,151335,9-Month,1,151335
Ann Arbor,clinical professor,Pediatric Hospitalists,189334,12-Month,1,1893.34
Ann Arbor,leo intermittent lecturer,Environmental Health Sciences,105060,8-Month,0.16,8660.96
Ann Arbor,clinical professor,Obstetrics and Gynecology Dept,233000,12-Month,0.7,2330.7
Ann Arbor,assoc professor,LSA Chemistry,145000,9-Month,1,145000
Ann Arbor,professor,Ross School of Business,253500,9-Month,1,253500
Ann Arbor,professor,Orthopaedic Surgery,199445.18,12-Month,1,0
Ann Arbor,research professor,Radiation Oncology - Ann Arbor,200000.46,12-Month,1,0
Ann Arbor,professor,LSA Classical Studies,116541,9-Month,1,116541
Ann Arbor,professor,Law School,270691,9-Month,1,200311.34
Ann Arbor,professor,SOE-Educational Studies,170041.42,9-Month,1,110526.92
Ann Arbor,professor,Microbiology and Immunology,197113.97,12-Month,1,25624.82
Ann Arbor,professor,LSA Philosophy,198024,9-Month,1,198024
Ann Arbor,leo lecturer iv,Biomedical Engineering,127468.84,9-Month,1,127468.84
Ann Arbor,professor,LSA Middle East Studies,94772,9-Month,1,94772
Ann Arbor,clinical professor,Pathology Department,181443,12-Month,1,0
Ann Arbor,professor,Int Med-Infectious Diseases,189673.6,12-Month,0.62,9483.68
Ann Arbor,professor,LSA Ecology & Evolutionary Bio,184090.33,9-Month,0.37,69033.87
Ann Arbor,clinical professor,Int Med-Hematology/Oncology,225000,12-Month,0.85,0
Ann Arbor,professor,Law School,295685,9-Month,1,177411
Ann Arbor,asst professor,Int Med-Pulm./Critical Care,185000,12-Month,1,38750.1
Ann Arbor,leo lecturer iv,LSA Mathematics,75174.37,9-Month,1,75174.37
Ann Arbor,professor,Molec & Integrative Physiology,182034.77,12-Month,1,147448.16
Ann Arbor,leo lecturer i,LSA Sociology,127076.07,8-Month,0.33,41872.24
Ann Arbor,leo adjunct lecturer,LSA UG: Curriculum Support,51000,8-Month,0.22,11334.72
Ann Arbor,asst professor,School of Information,131000,9-Month,1,131000
Ann Arbor,clinical professor,"School of Music,Theatre&Dance",106313.08,9-Month,1,106313.08
Ann Arbor,professor,LSA English Language & Lit.,184623,9-Month,1,184623
Ann Arbor,asst professor,Obstetrics and Gynecology Dept,175000,12-Month,1,1750
Ann Arbor,clinical professor,Int Med-Hematology/Oncology,225000,12-Month,1,6925.5
Ann Arbor,professor,"School of Music,Theatre&Dance",124017.42,9-Month,1,124017.42
Ann Arbor,leo lecturer iv,LSA Psychology,88734.22,9-Month,1,88734.22
Ann Arbor,clinical lecturer,Psychiatry Department,91000,12-Month,0.2,910
Ann Arbor,leo lecturer i,Sch for Environ and Sustain,105641.02,8-Month,0.78,81474.16
Ann Arbor,clinical professor,Int Med-Hematology/Oncology,225000,12-Month,1,7202.25
Ann Arbor,research professor,SRC - Youth & Social Issues,291888,12-Month,1,0
Ann Arbor,professor,LSA Classical Studies,119000,9-Month,1,119000
Ann Arbor,asst professor,School of Social Work,99675,9-Month,1,69772.5
Ann Arbor,professor,Mechanical Engineering,160384,9-Month,1,160384
Ann Arbor,professor,Hlth Behavior & Hlth Ed Dept,160600,9-Month,0.8,108947.19
Ann Arbor,professor,Pediatrics-Neonatal/Perinatal,228450,12-Month,1,2284.5
Ann Arbor,leo lecturer ii,LSA English Language & Lit.,61566.07,9-Month,1,61566.07
Ann Arbor,professor,Chemical Engineering Dept,218015,9-Month,1,119908.25
Ann Arbor,assoc professor,Ross School of Business,210000,9-Month,1,210000
Ann Arbor,professor emeritus/a,Molec & Integrative Physiology,194670,12-Month,0.3,0
Ann Arbor,leo intermittent lecturer,G. Ford Sc Pub Pol,140940.06,8-Month,0.33,46405.68
Ann Arbor,assoc professor,LSA Physics,106640,9-Month,1,106640
Ann Arbor,assoc professor,PHARMACY Pharmaceutical Sci,161200,12-Month,1,56420
Ann Arbor,professor,PHARMACY Pharmaceutical Sci,240569,12-Month,0.75,31009.95
Ann Arbor,professor,COE EECS - ECE Division,140000,9-Month,1,133000
Ann Arbor,professor,PHARMACY Medicinal Chemistry,195350,12-Month,1,130884.5
Ann Arbor,asst professor,GSA - Administration (GSA/ADM),220000,12-Month,1,0
Ann Arbor,research professor,Biostatistics Department,147760,12-Month,1,7388
Ann Arbor,assoc professor,Department of Radiology,138500,12-Month,1,0
Ann Arbor,professor,Emergency Medicine UM Adult,225000,12-Month,1,7600.5
Ann Arbor,professor,LSA History,188592,9-Month,0.75,0
Ann Arbor,professor,Law School,295180,9-Month,0.25,70105.25
Ann Arbor,assoc professor,Civil & Environmental Engr,118819,9-Month,1,118819
Ann Arbor,professor,LSA History of Art,148169,9-Month,1,148169
Ann Arbor,asst professor,Plastic Surgery Section,220000,12-Month,0.29,0
Ann Arbor,research professor,Michigan Neuroscience Inst,159587,12-Month,1,67824.48
Ann Arbor,leo intermittent lecturer,Law School,53560,8-Month,0.2,10591.68
Ann Arbor,leo lecturer iv,LSA Economics,103043.56,9-Month,0.66,68704.3
Ann Arbor,assoc professor,School of Social Work,133954.94,9-Month,0.85,113861.7
Ann Arbor,clinical professor,Sch for Environ and Sustain,111394.5,9-Month,1,111394.5
Ann Arbor,professor,Surgery Department,220000,12-Month,1,9864.8
Ann Arbor,clinical professor,Int Med-Nephrology,225000,12-Month,1,18699.75
Ann Arbor,leo lecturer i,LSA Middle East Studies,52530,8-Month,1,51939.84
Ann Arbor,leo lecturer i,LSA Romance Languages & Lit.,52530,8-Month,1,51939.84
Ann Arbor,assoc professor,Department of Radiology,160000,12-Month,1,0
Ann Arbor,leo lecturer i,CoE Ctr for Entrepreneurship,84460,8-Month,0.3,25053.28
Ann Arbor,visiting professor,LSA Judaic Studies,66000,8-Month,1,0
Ann Arbor,professor,LSA Psychology,162013.84,9-Month,1,162013.84
Ann Arbor,professor,Industrial & Operations Engin,265157,9-Month,0.5,132578.5
Ann Arbor,assoc professor,COE EECS - ECE Division,132000,9-Month,1,132000
Ann Arbor,professor,LSA Psychology,146235.7,9-Month,1,146235.7
Ann Arbor,assoc professor,Human Genetics Department,149350,12-Month,1,144869.5
Ann Arbor,visiting asst professor,LSA Judaic Studies,55000,8-Month,1,0
Ann Arbor,assoc professor,LSA History,88578,9-Month,0.75,0
Ann Arbor,assoc professor,Program in the Environment,88578,9-Month,0.25,0
Ann Arbor,asst professor,Pediatrics-Adolescent Medicine,136990,12-Month,1,6852.24
Ann Arbor,clinical lecturer,Department of Radiology,200000,12-Month,0.8,0
Ann Arbor,clinical professor,Neurology Department,220000,12-Month,0.7,0
Ann Arbor,professor,Civil & Environmental Engr,167000,9-Month,0.75,125250
Ann Arbor,professor,Program in the Environment,167000,9-Month,0.25,41750
Ann Arbor,research professor,Family Medicine,173087,12-Month,1,0
Ann Arbor,professor,Psychiatry Department,220000,12-Month,0.15,15906
Ann Arbor,research professor,Michigan Neuroscience Inst,252252,12-Month,0.5,13462.69
Ann Arbor,professor,School of Nursing,153376.36,9-Month,1,115032.27
Ann Arbor,professor,LSA Chemistry,148847,9-Month,1,148847
Ann Arbor,asst professor,Nutritional Sciences,94900,9-Month,1,23725
Ann Arbor,professor,Biomedical Engineering,169500,9-Month,1,139905.3
Ann Arbor,clinical lecturer,Anesthesiology Department,104800,12-Month,1,0
Ann Arbor,professor,Pediatrics-Cardiology,208981.25,12-Month,0.8,2089.81
Ann Arbor,leo lecturer iv,LSA Sweetland Writing Center,67510.56,9-Month,1,67510.56
Ann Arbor,asst professor,LSA Philosophy,85985,9-Month,1,42992.5
Ann Arbor,professor,LSA DAAS,145492,9-Month,0.25,36373
Ann Arbor,professor,LSA Psychology,145492,9-Month,0.25,36373
Ann Arbor,leo lecturer iii,Materials Science & Engin.,117188.25,9-Month,1,117188.25
Ann Arbor,clinical professor,School of Information,166411,9-Month,1,166411
Ann Arbor,clinical professor,"School of Music,Theatre&Dance",84000,9-Month,1,84000
Ann Arbor,leo lecturer ii,LSA Middle East Studies,64955.02,9-Month,1,38973.01
Ann Arbor,asst professor,Int Med-Gastroenterology,132600,12-Month,1,29609.58
Ann Arbor,professor,Ross School of Business,275500,9-Month,1,187312.45
Ann Arbor,professor,G. Ford Sc Pub Pol,184000,9-Month,0.35,0
Ann Arbor,professor,School of Social Work,184000,9-Month,0.15,27600
Ann Arbor,clinical professor,Department of Radiology,200000,12-Month,1,0
Ann Arbor,professor,LSA Psychology,148579.57,9-Month,1,127992.38
Ann Arbor,professor,Molec & Integrative Physiology,183000,12-Month,1,22582.2
Ann Arbor,asst professor,Materials Science & Engin.,107800,9-Month,1,102410
Ann Arbor,professor,Int Med-Nephrology,225000,12-Month,0.6,13294.8
Ann Arbor,professor,Urology,225000,12-Month,0.4,0
Ann Arbor,assoc professor,Ross School of Business,259000,9-Month,0.66,135750.23
Ann Arbor,clinical lecturer,Pediatrics-Pulmonary Medicine,84987.85,12-Month,0.24,849.97
Ann Arbor,assoc professor,Neurology Department,176665,12-Month,1,0
Ann Arbor,professor,LSA Comparative Literature,109580,9-Month,0.5,54790
Ann Arbor,professor,LSA Middle East Studies,109580,9-Month,0.5,54790
Ann Arbor,professor,School of Social Work,170000,9-Month,1,157250
Ann Arbor,adjunct clin asst professor,"DENTCariology,Restor Sci &Endo",60000,12-Month,0.1,6000
Ann Arbor,leo lecturer iii,Stamps School of Art & Design,61075.14,9-Month,1,61075.14
Ann Arbor,professor,LSA Economics,328001,9-Month,0.16,54694.17
Ann Arbor,research professor,SRC-Hrs,472000,12-Month,0.83,0
Ann Arbor,adjunct clin asst professor,"DENTCariology,Restor Sci &Endo",61543.1,12-Month,0.1,6154.31
Ann Arbor,research asst professor,Neurology Department,73220,12-Month,1,0
Ann Arbor,asst professor,School of Nursing,97390.62,9-Month,1,92521.09
Ann Arbor,assoc professor,Int Med-Gastroenterology,225000,12-Month,0.75,0
Ann Arbor,assoc professor,LSA Astronomy,103840,9-Month,1,103840
Ann Arbor,leo lecturer iv,SOE- Teacher Education,83907.08,12-Month,0.08,6712.57
Ann Arbor,assoc professor,Pediatrics-Hematology/Oncology,195517,12-Month,1,15641.36
Ann Arbor,professor,Aerospace Engineering,158678,9-Month,1,158678
Ann Arbor,professor,Int Med-Nephrology,225000,12-Month,0.85,0
Ann Arbor,professor,Biomedical Engineering,225000,9-Month,0.5,38512.13
Ann Arbor,professor,Int Med-Cardiology,225000,12-Month,1,0
Ann Arbor,professor,LSA Statistics,167980,9-Month,0.83,122625.67
Ann Arbor,leo lecturer iv,CoE Undergraduate Education,79696.51,9-Month,1,79696.51
Ann Arbor,research professor,Family Medicine,143087,12-Month,0.5,0
Ann Arbor,professor,LSA Earth & Environmental Sci.,122416,9-Month,1,122416
Ann Arbor,clinical professor,Pediatrics-Neurology,206835,12-Month,1,2068.35
Ann Arbor,clinical lecturer,Dermatology Department,120000,12-Month,1,0
Ann Arbor,assoc professor,Industrial & Operations Engin,127200,9-Month,1,114480
Ann Arbor,professor,"School of Music,Theatre&Dance",130871.27,9-Month,1,124327.71
Ann Arbor,leo lecturer ii,"LSA Film,Television,and Media",77098.96,8-Month,0.33,25404.56
Ann Arbor,professor,PHARMACY Medicinal Chemistry,324578,12-Month,0.5,86034.27
Ann Arbor,research professor,Life Sciences Institute-Admin,271953.83,12-Month,0.5,0
Ann Arbor,leo lecturer i,"School of Music,Theatre&Dance",59328,8-Month,0.25,14665.36
Ann Arbor,clinical lecturer,Int Med-Pulm./Critical Care,115570,12-Month,1,0
Ann Arbor,assoc professor,Industrial & Operations Engin,120555,9-Month,1,120555
Ann Arbor,clinical lecturer,DENT Ortho/Peds Dentistry,75000,12-Month,1,75000
Ann Arbor,asst professor,Biostatistics Department,102000,9-Month,1,77520
Ann Arbor,professor,Mechanical Engineering,189348,9-Month,1,151478.4
Ann Arbor,assoc professor,Biomedical Engineering,121637,9-Month,1,54736.65
Ann Arbor,research asst professor,Int Med-Nephrology,95838,12-Month,1,5922.79
Ann Arbor,visiting professor,LSA II: Japanese Studies,134633.06,12-Month,1,0
Ann Arbor,professor,EECS - CSE Division,265683,9-Month,1,146125.65
Ann Arbor,asst professor,LSA American Culture,78000,9-Month,0.5,39000
Ann Arbor,asst professor,LSA History,78000,9-Month,0.5,39000
Ann Arbor,adjunct clin asst professor,DENT Ortho/Peds Dentistry,57148.88,12-Month,0.02,1428.72
Ann Arbor,professor,LSA Political Science,226724,9-Month,1,147370.6
Ann Arbor,asst professor,LSA Political Science,101500,9-Month,1,101500
Ann Arbor,professor emeritus/a,"School of Music,Theatre&Dance",178000,8-Month,0.25,44000
Ann Arbor,leo lecturer ii,LSA Slavic Languages & Lit.,59122,9-Month,1,59122
Ann Arbor,adjunct clin asst professor,"DENTCariology,Restor Sci &Endo",72130.4,12-Month,0.05,3606.52
Ann Arbor,clinical lecturer,Int Med-Cardiology,188700,12-Month,1,0
Ann Arbor,professor,Otorhinolaryngology Department,169047.45,12-Month,1,56630.9
Ann Arbor,asst professor,Mechanical Engineering,107000,9-Month,1,107000
Ann Arbor,adjunct clin asst professor,"DENTCariology,Restor Sci &Endo",64658.7,12-Month,0.2,12931.74
Ann Arbor,adjunct clin asst professor,DENT Ortho/Peds Dentistry,58255,12-Month,0.1,5825.5
Ann Arbor,professor,LSA Anthropology,174757,9-Month,1,174757
Ann Arbor,professor,Materials Science & Engin.,153000,9-Month,1,134640
Ann Arbor,assoc professor,Ophthalmology & Visual Science,180606.18,12-Month,1,0
Ann Arbor,assoc professor,Otorhinolaryngology Department,220000,12-Month,0.37,5288.25
Ann Arbor,asst professor,School of Nursing,93636,9-Month,1,93636
Ann Arbor,professor,Int Med-Hematology/Oncology,225000,12-Month,1,0
Ann Arbor,leo lecturer iv,Ross School of Business,168853.25,12-Month,1,168853.25
Ann Arbor,assoc professor,Cardiac Surgery,220000,12-Month,1,38110.6
Ann Arbor,research asst professor,SRC-Survey Methodology,139765,12-Month,1,0
Ann Arbor,professor,Mechanical Engineering,211972,9-Month,1,63591.6
Ann Arbor,professor,Mechanical Engineering,157850,9-Month,0.6,62350.43
Ann Arbor,professor,Ross School of Business,265000,9-Month,1,251750
Ann Arbor,leo intermittent lecturer,"School of Music,Theatre&Dance",57641.76,8-Month,0.25,14248.56
Ann Arbor,professor,Mechanical Engineering,136054,9-Month,1,136054
Ann Arbor,clinical professor,DENT Prosthodontics,161713,12-Month,1,132604.66
Ann Arbor,professor,LSA Physics,128071,9-Month,1,128071
Ann Arbor,professor,Emergency Medicine UM Adult,225000,12-Month,1,27141.75
Ann Arbor,asst professor,Ross School of Business,188600,9-Month,1,188600
Ann Arbor,leo adjunct lecturer,LSA UG: Curriculum Support,52530,8-Month,0.44,23087.2
Ann Arbor,asst professor,G. Ford Sc Pub Pol,92378,9-Month,1,92378
Ann Arbor,assoc professor,IntMed-Geri & Palliative Med.,199626,12-Month,0.5,0
Ann Arbor,professor,SOE-Educational Studies,250708.92,9-Month,0.25,35174.46
Ann Arbor,leo lecturer iv,LSA Sweetland Writing Center,80969.17,9-Month,0.33,26719.83
Ann Arbor,clinical professor,Int Med-Hematology/Oncology,225000,12-Month,0.45,0
Ann Arbor,professor,LSA DAAS,134505,9-Month,0.5,67252.5
Ann Arbor,professor,LSA History of Art,134505,9-Month,0.5,67252.5
Ann Arbor,asst professor,LSA Mathematics,58310,9-Month,1,58310
Ann Arbor,professor,Pediatrics-Neurology,218788.89,12-Month,0.64,0
Ann Arbor,professor,DENT Prosthodontics,199248.27,12-Month,1,120326.03
Ann Arbor,assoc professor,LSA History,95285,9-Month,0.5,47642.5
Ann Arbor,assoc professor,LSA Women's Studies,95285,9-Month,0.5,47642.5
Ann Arbor,professor,LSA Molec./Cell./Develop. Bio,117439,9-Month,1,117439
Ann Arbor,professor,LSA Earth & Environmental Sci.,126376,9-Month,0.75,94782
Ann Arbor,professor,Program in the Environment,126376,9-Month,0.25,31594
Ann Arbor,professor,Int Med-Pulm./Critical Care,225000,12-Month,1,9695.25
Ann Arbor,leo lecturer i,School of Kinesiology,51000,8-Month,0.16,8408.72
Ann Arbor,leo lecturer iv,Ross School of Business,189926.45,9-Month,0.54,102892.66
Ann Arbor,asst professor,Int Med-Pulm./Critical Care,209070,12-Month,1,56802.23
Ann Arbor,assoc professor,Naval Arch & Marine Dept,145700,9-Month,1,116560
Ann Arbor,assoc professor,Pediatrics-Endocrinology,152412,12-Month,1,1524.12
Ann Arbor,asst professor,DLHS Division of LKS,174441.57,12-Month,0.85,44484.08
Ann Arbor,asst professor,Int Med-Nephrology,172093.33,12-Month,0.15,0
Ann Arbor,asst professor,Chemical Engineering Dept,107666,9-Month,1,107666
Ann Arbor,asst professor,Int Med-Gastroenterology,225000,12-Month,1,0
Ann Arbor,asst professor,Health Management and Policy,118375,9-Month,0.75,63436.87
Ann Arbor,clinical lecturer,Int Med-Gastroenterology,90000,12-Month,1,0
Ann Arbor,professor,LSA History,187000,9-Month,1,0
Ann Arbor,clinical professor,Int Med-Pulm./Critical Care,225000,12-Month,1,693
Ann Arbor,professor,Ross School of Business,241000,9-Month,1,218297.8
Ann Arbor,asst professor,Int Med-Pulm./Critical Care,209070,12-Month,1,36969.85
Ann Arbor,assoc professor,"School of Music,Theatre&Dance",81299.56,9-Month,1,81299.56
Ann Arbor,professor,"School of Music,Theatre&Dance",186714.17,9-Month,1,186714.17
Ann Arbor,professor,Mechanical Engineering,169000,9-Month,0.75,126750
Ann Arbor,assoc professor,Neurology Department,180000,12-Month,1,0
Ann Arbor,assoc professor,Urology,225000,12-Month,0.16,0
Ann Arbor,clinical professor,Family Medicine,160380,12-Month,0.8,3207.6
Ann Arbor,professor,LSA Political Science,176884,9-Month,0.5,88442
